ìäï[é“,à√çÜâªÇ≥ÇÍÇΩìäï[åãâ 
1516,113127668119305987804024903104086338833074432688806304543398680967900397248692969397857372882623505455760042846989244571322749237042814231304754530267201695237281658798865893650876100540015380865236528935077432992971201125831499802968155393881402060023286561369731798739336531518734445048620714608744085497001607023434059160990932307830981006987610779426453401446817900201591300266874072715934236606983005406606809663483732873195236757792968421164391824976055331695735654046988711834714255584146554170527859695569110327972948537375372132010218114732104430679585894373606574461499440656194216913798617176579723679956805831688308663545931797932356544171727509464764466648601459851396426833616659245845561140913052089768170129317114329850382043997639428792219451420774527618502571239160187597318624972327676665994636768487759250549726344342791392849937376619676389499375513428581723123590180894771562006948885510240880325165330593994795543609830358755364826437710293889854827150071136050159264481116127750211781121690806490987725450592541019812978553057344532432800645747258405415166199144335684343372099583726936308884794439622584431409589758531861280462115887404080240627844715116429107620369500455288731201144095647841179178373270854
1517,168872134438589515883243421260430589946509681967676803451844249352845014738103613971014360084225793756749712015370436276414703096524644205757224383365803472440961311481675200771896015899528611687926454605498708591139332918283236096476580339100305831725220408259013659042435785907904729368959638796578047797393867862007220006303643887264782739868010767504238023097592445235000068341794386615608366655555688988670139278255252742291710097809235636796816309289830730800500108265606051002203520628140703258231715351303976218523632826882566141593553193403231254745059731015359740892382667902335570497397286603803418694937383562097511236530886215394949460103484652632500049985152123262152946357996497102659690028544209630937550846484403976205945800363261724269697027239854183403501169846678226971983348713543198682292331906965025127171241570454917428940297515429701777795020076159853612810288071916701868857747986190731521633821929653213670909654411532205175518893047350946001261512726880598660882568061823915150476901620912466485493633801282359333441433164453047890134319903396760687067133316135396266700975823415547090979182321436695430267692884572443846620180776907152732745833602771443803646585016732171162080237878178289978775385702131
1518,113628729648566060833802102825927707096911679198130588019957656534938285591933169846032723519404556899976676342174915267452661633619719727939603856108632925770620739623326473717018484743380129315268273260061728610943180088332726759371847847838693797445059640047151876576595899417254760953033131978028614693015865114489728214628690366904832746252875007313598297694274714035686723300314358293023852158296375136182668281666201793505414284259438196588669376182028078380287623569676621382929599036755920386957151343655436436870035641013680970292582483915275045842750322481710722277132193005605212505638733458928152735108094618685877384761435911447232125584667295120473415426471537402692130384344993576259912129240351363385721966164211132141126354381597161520500081070637535456335711963196839232442728204023505092881960307288307190421807780797399944832055935833061203734276127421412152999860733676070444394828695512112538962308395348456967589075078701603826663962882131487952222783314802655669311856768403264219687245991452339856955400890310728979460182542085510789559982733584177219550065482941896530249348730260422261194407842575272925694170505084951605428874548260247878661278368021883392602828033286285818199458795017274620179470822485
1519,218577051949235726665642096844174288191396257214991450771548500278337203173302839872813704370478542682777045332901029484858144296092066161943100922124596333715240168989911574781675773908168141137983878160595804408770796124379843035884205659559247942454720727833644947596400224130260958783630692052925179131262806314177237511717409636815394650504580362838731197979994951932708616982962193796004650381306253128844155354708427428535255059715181042980363047261190403767633004663055453763924265159581093304997103657479134050621284381759525157783317104685425138683684772812506011891757626796981818269607817211293513816772941915204778228849175528915174019644517867108102815186652011128646802220881757454998186836772870798373628214025452280724629015146929459396219513861656638527415374381720820126673923017062455610234415932001769114572932313834281201705900663987672919814701384664976984512412457459901401367873721504414187253006859236073912185675006497779561617114045474437623596532693072740136335196173233022766989408110329109763581270141707922693424459294346441834212548365200820117216054986938056699527352290788091062599160127580592095520403695032593105733461813540283665227956503376452640937401886436403898084621968987067310406514920307
1520,155698185802811154937155928022017927866522959088234681296479033261428096531709160548349968288789386911182960480340764457463931085486023080032144046128266553132648821833500787185932991694788804380802348852723163331777786759012121331019009862622416348379020932199234620452208773907013764198044607196722673186997381842892008998763342492809205753495145052811300022451721758177172526092291813350168734106259415444552624604580000804797464010528772732325148074817895337808238682547930517363687702336657589737195922412120077945749666814910216701087363823409931389110883079267096319509186058467687916201718791795824310613001358486601234040647063385188103359599616648886124433143620337675577422521595568481935996652289322732014922918947771362017624716885966800931721863449639128253312710676299009029676222579965403335909567881406483786199873106216446109155651675424531013760724218526688813714401185250977028820584407879113854650482843828676097124508114756756682933826290811638215627297608550460557965649033758703098535692506413598400617331280263900384318740934738008919753260585352107633977098581724420981906131571088167996134083897403066066226880859932096299997343373520162962124461277336358085233526095335576351445325493114619680701546538298
1521,156899477895802868459008902927024564075127746805651273964878257663295036745087339856747413111951936776499820381213320238688378658667447391560841736241883294903347341245183798548093989767031653869861533176471184624149331234240728794011638008339898292308223376219778050422551670892767542440286790927575982053776642108387022525902448089030960960628365351363617048046891522537123824661552913134502801101606721055197272440445259282563137894779979440845142552029490622563544559892804756465551815011260544533484913987670853739231606820389357426562074009803226199496999058823804440392694708745724836043562972727104456992485954419070721744955016461930008313988734291851905152620990739264450853319528784233018347407584753747339549642515315355528523071308358623965299205480989199668592922793107435115070016542361650544082620160842581098961472919715621957450189829062974519331096610838757302775778444674683614376464306719342311214034601221636053946321440882496721205432147759431864270148464053106378623001317055640884858002491442662734210047845769120582961856076142603712499539023570249515467860125852874627159137917034604097201681202075540557604861047071003871356897769822777695617685665667417686577750492440583352610739006095241261676889145322
1522,120750076405156127621529290681459116217716435061008464122676891301913921652025934331278723311216119030835334600429526636752490538843002182597382563318888710106310352303910566567929899192782511893062407112063428324314357624882842491386398541635810154083856064478651818692383831954484920362470912847132679230647175137202969093667452369630913107483205594543986013741559060260743845661612510503657710821150374106800235641441178092650193022590615756404942901328732243972338157445710348082945143760883301499479307634465284937439288545222501159525046635341178785502433378617471509711083624961856610111979401017668257155492739389016702884662083063877161777233181064879591999081037707528528806574157754827487563640885898314565832736114610799220273087164435257627087427399086728428072855602613821058850879672661246001143430021097505400502574021136669096536245961502353954298503891905523438353748677529116294292979087318642242380924098539634650322571761562399602576594399440990024239856170016470105897326051086741682083679105700096495671942506956376631159744655680591047110226319120594087128531349975281866298261493062508045339576022496372700068268288672160968554961877316809391301926744745931439328707938660412630020532356563665874989702615338
1523,157912715220317902480006151435556957390319851932393985707165742960356876781276459004918986380569176701126656582265776449658780998243221539198020548456013476248154737827447787899600353157609596190752314033624817446554727415263688233983434227437719457894804501817653274497595800475816137497428361236221322659636505543104000024462764547930429733313901860910235031949826238395799692834280316119148420398550150688975592785388933598080863888587632689589244847098894978139152693159603046720430549444475555420343980194922047882201086223101263427648716024554579981923680355166329143210622074882623321210686225145138608563938602693723310051534085749554181775650995123754133529768907725460326055123424566710927756304526698412688568382753074194761539169784197847119606837857234397794426470468308254775684355330207145818791925852320945650964171782305542025223370500350964071425438334208678196631901028315600368621635643432535160700424960681730387856548094664211864056700227976773011021359788394672902960170580428169577899331349231117623302918064594290929478439701288648280103076685035681341854967406522817436776468394237797352889893266559999945504031054399708569500114299070889724477210912517557485766942525563975489912569252632793370736910147859
1524,112516369541505994154146429167715514040019714778128450397375978383171759327947691412783845572657563250266856529404130132010720357165264866578599954050077822120779450684234338794502589153699331758886914080695159549180211226862894233328397287261448221445923368676067821308492741878491769669933272188778089954610663990454322648160583815907001815489826547063577651773519014307016440603076646947312609279033117684037071183902142699170064583404789002770488154539866175737563991235576531360673323017903995887603992030239866668637519883282751796893087662285779164650964739336732080240411939642335010580371209664696989361012251477628414021097474398675110381281260241497302147041931255055971204364397355923181111463717225790327542167131880658234982966215287308923100029505545756539176729770797856803732554091954199326436571003315047165060326469766101338859839207471824782466733856357632355321668016465456754709707640812557726080834519832166372612999586423854810237344308631066108345074051110557926016425831644422375991227973305069250537765395023161209606695688367284141498325147539232804314419534291802188581758065208694718606413959771674119201529257832176748658876549121463122831749633653592672931601662379354772153280506539166861311095545732
1525,120338143821149211598479297714253402672928192841596920951402283335992090362652117428514797161025952166985661387953212708093856315140338491470367818067946507474818538715916986757323484325809660795443789165065833066184448212612314391921473538778052488630515521431309315010645432422614468322794495395339717437101893015521368208698560975674513999727261084628424671773482906412387149615076630519917612869327639862587833466113409220093209926813519211540755579339052632880252313736729611200196671636294045224789401731886809103790803220627879548182790026886691004595721223047162614575961610484618527917148035672420786224578208872361595835288910730105204924733129677700117130115948174722715038125834469366247740526466280360306297965863940788943141166205918625991198433744713876778781339797644542136896604897093011833334031776576989576288044325656909814252926379591069989359388448705884801782371632450370533375814897866444096145067222373608069279186938146116333770254874293563738505269493772624042119793235506913814565259148699223057851853990943283013796856232473665501408627160660558783464679547187211051580656089443446565672467844967513837425773283635397864664116461872330879741948481433451606509112414841605794080147848996313266396834704505
1526,120860050981180614239772284077087988290310531627795757283606554807597172593681581422313119111545632319660478480212071629437420315934749956280529900354366123733992674446815123519070808413356949206665927137502174737861898038381816188520626457519322515521917152294229656756016832135467686025410628432460380470422164034764806083337224886133437713408686743119107540945084421428701332847420066177023503751772894650847120057183363643317488871869532609294867901825764618009616068482729911893153702121621408256171952309147913786568965832921174616225809543713064284466231910106307857880353987085195352101693242810177578083039349144001287900018575667150806077570645570234501724289281562382608551491708509534668153149333930929354105248293086336280624779229181946703463367324691295734390382472512849526631222742564438004341795383611866011442907666944142086412628978350960211369632066884080093259174668905981498595599168890286171206617935597009540869831686661777726160530478921853245251597857614817854241796880935049722565237302929237504775678653876841998585207695689645731403172106477749854573485030060501162153214801699047799472248129049876875049922841456453161913223702366915598205354534582013593415652397897276249668885144294319513581265354925
1527,47190462371999319367828736554303790347067996169044784927388423187956815224261308403585916579184237877721407156643508880392850497364825600148553723234395837650257368484622174362269623296925530569392564889458746586428620060484951630180068848962239322144341183478305816499354920983090862374509494188939149545288566293806539313091576669679706840810521118764228933158736444602280948893168740976237989595487853652630964378579561777410881547548491595632934608794562070714756970929153067695456866398671374036245714921035262500841031373294476554750845908082907014227196147377149774259105205681426474003432678673418843874229981521925621570183214047837595604276967813853561845294547122116381244748592252399510817311011433922080821732108514361634590592991667742553117047447793065220937512201853665483159280596561927877483018234304996397771414247309463782740299184274719289310268236890193112244597527235549867712334763992506697322976077475738722781078622363460240863292584061697348394551433841694012560923196010035670953274612943502193886029209039804579759015716922596054374070279445575340016833582312136615505362857211663703336611903174885314220401299122140002810834043229286239050089931371534665112895643332982433509882203497054062438808574133
1528,106907129349630112550840295496680799884173845097113216848980912569602768213292837824018746984207807148072207226487443637309825623531450452325010296982839391943327481145753094255467348585926413713215603095148118154608785329015422497663687052761131646495270585978207219522013407997000643484619509184018539148098194304082491446853312018500460842570260988666228567709449929073080736397518258195466366502970905626207553131975285623351487563368963201901046637796631664325936815879109463837484558135184427104466982216320536516453096893546914693565202497969573986130586737001109079408008217803395347980779612264277447850798134282292681758420466828031071714387235994270044999923004063582162057208555094265205620957353794835103504343904594553370993765317307480463638189840258080928490497849570101239641215802967011294462834638942309105373944109916071666431681709610789997662021990505796222312988281705004189173302970020902547122087455106300107970973684946372362336249771666477299737902613979224184927302656645910848952097359623653137139806874730216575437920290038996218956709307051537896454069795098805458857749421489936813741238893167011753794988783262988254745471698180262694298566091350377033311432414154224162987290028402613277295460853342
1529,200212680180123100698132755618091413975636089239978069774933797511389441296302279046297368568954344114529073457854204569041673652178914386296475635915490243301940438949232739923060030549432859076786034178923432537478813832664057255565564539569984242564943047480370831864300887986380430043807152838722077364666408256089103059454448840033246460981107092031141932739659274696541258306431024015863191121700161275616817364892083356197117300588359353653872085895720074417161339730128727244786934041351154711544387385496939851917489139995475356424194159808051099709438368934907882350602971646367675372941660484760353830366716249518886473042955937950220658997688801272914515826698427874137386705249950202641910799241954018354567737200724488239313182736082078456022856223995050582426941132169607921256188977062848769962991938023247920389336072615151893677515319922391233625603907311427561211821639015352175055380488681548195488512199977213200414004808548917948256223323322717598371235534868099255180119444766332868260983297574100466672944420579574301946213861354160090560273650486418366281825559548485240575181980973332654372913026304718411798362668233631183233540425975081618526277478775555886414863066656361848129174633481173708492492645200
1530,39943971801036163732031609389803584970454287694149478514698505378424873728321837168874486843962313894739934765276288402197105000270341265561613002620397899147687057629371983599717153937868599480750003821406913638030276589034217406292151538633912938470368753957834852450612193377793004777592169239099879353561734594289496821225918327755568689635197048391758347138727537005655562329720963956454642585957354751375534273723409968224039116042811370189434584014868819358511018468231350397160575149693221423470754782083701559496891903579596575053339186718441455770501908951925851235674016868645640391914963385434104601898299227402735843955386762787833079406363245897719749466379920631632498296323161240326963592630392463633042925228049915207981918368878077902916496198841198450134791739187856805009854631777769182632098567023038848891874023974529746794776318164369733080815281687208755463006737523053244843161325720111709083857010660787389976503029091044696122138190645982529816274967575209481126262013860368455468257986021049227262260948132378181827913599470517130475707689521919618828188147638126113230384851645074363746216823309849483503348784391020283497858940517743830889170538688252149557612241212906367241428077201986971725759229364
1531,165268350633364337922954303743233095733065401045985884516170993744185879240448789818387756420355135966253119305479679410707589815943543289011280989240037357091551865091844483761727312700262398611176056171029621739141361672424652483555147473735459930570709179146849696404919005169498596722269174228936936391652496201495462285678790406481262804725627283798627536951810812084120137409798411418584711549404991687593145671589053549528265582403283690338308714261608863792324969275128845197447758908965812330164264721752138503813169454846698060721495461983903011341403207943775855848538379213992221419831265023705895755565587252062285731175837163237246203970312553473809564324655601419801764802547943914097915279081232681939556571437378877928870610659294322601675153277587249479188191134366961318180765050463410060882343344872861510766936953159165407417863093800022300022471649600636008497857625093005676293850503309090769973998855646732921923576515304499799837615191868667000400914762673361469759576089626928794464271851700165266261513429854145246662157960167769138250553133111668398440302425769178853182248088896697158749072727496809504090719859500595515549259010998058557392158370460942146170542436004074163935634919973909072612907235365
1532,142501370682731963336942027381977274297730237031703750034928032913716659524613992335381147466294538602922049152719820613950479720717438739094829343946773633897654806392693316919280035363271522530122327503135338246944170344748262480801172517209818842804937123538384673664604442934370502647453630577941603499807381171558430449591991312924935864412807664421913645975250809493313723719611320292395255629768395672089057835945502952332144490258956456366455591310893786397980473808854498066762306371827589988003400179551482985121630483841809712404237745076348070150729838560577822444637218939189023634109841594223058867992941774840628181433822308270819173548859663022056327178579741040254501673827139072641149064270412987962953776670895526467287671554778684951407175887952658840836195059940613544932950924400132144444832713161129976078722542947681549849448097230034283695699676309071844427116785262786018549773306361009277317518185839733773214243301262575393153404705378427094195540233936561993011433895804067069254477902309427466918343481203122898676518379134196991689426258138285625321066028948868933552286571823663533157662977865598221510580892420547532055715767593645593416968681621391860474118005454583080272031153399224846170134390998
1533,133392904997702170323416049174663499907413640875173757626935228321924657481329206927222653708333014484998633030848842951331204546326164568212331215318295176888092085670121341914459808790497593643056637471977676478597498226894994040021398112664900143565897809730463630899790678434779901047320819692044817889220670290728378732435166318969288198823754582181751263855261423034366634974016727849453820070742135814629332388218540440305119352176078068291206650157330391074219197722546190221776586135494655255859879930259720117717966590635946555000690096998081448912626145671701946817373359346431504654165468846618832447920692375825456071096305863486550614722088002691444859393828171461785405483205113664474018436533436423194711736336854270466169191667777535625063411573752577855077848518567291023326522393135483188793524534182398472742516741578833205443430041850255958926425435279103503935453785085564236624764291089102867489880441009642340023475411013803175336060776319225118414421875021557830831130689131289119194482973275742368881211699953249503206780190817689040011183613435513024739220737974827121544977272858382020452049589975091083098483625112547933468030775641040628237828236860849116151862063228107248281815976855559640640956261296
1534,186252255744876347331443979009639114423572851433031352910663668282406927953817655091670231530724121218172123948641861958323480178790582950890867083489647947626773638946706556501056403769774521500312367476292156653894024994644222006301159527106393515987194649190989086013090853737178376756614559423814751902266388961158667044964392860427419226645692010435948668916614521410916390030448196281532037865475160321296355748536557631089303503490071564008013030658320161768984360081158661136998424424239867441449943305223459219653777464112367520950555249037461247970409025625584774522007526937345543776655602652831660152840965010055901959746141510466441649438153575015560588229509575505810951636633087877528367910655548857235018660401335308610752548624864534782198744668111968696396566908391083305854698163096128687168893402897281837549618605653666497775852046561588691417691228548994014094954990350826975544516305969092677680398576205072003967725024028574740763781988637598152059111391202045314808320956696045622573358435280500470825171562215614059376831993017530402160887954258691912026031346005676776995500165804583129018862071392818207935764941712180296014051456731299110916094150520453576772841271119397299996623506228188160482769719781
1535,60308375202175606205987093534468866863643007728791190981865548141929989037017326340983211615470717537878281611683208482504041383970635149185668394065697922085097025950625099324597701650068770878825412995815863372056777006205568773425232731568977660116148570237041269053091544228898596981212148339685254325794908631902480302831471790325264656192513286732913544635961606735727328304847418829813383113762450255592479907963762849563488217178073524433582137262986599062021750181498972710287067798244247727135057100353919898206137110051391756465864134730783771792974230987211596134213664826902003950735353188067655618231893423771791736904944465229226068463116142219800742441362881181993072500629080729473946133121182165594160466486958220100652005033126134758225734102733158169351122014328460547957013141882267808206242972508046819372889485331152269257730357701861568648750657863568168697729133585672593376492488659814770102942094981338891746165301407545158814572686784996391377394602682353504954502260208733199871048797649228249269620592717986554483728529473286475412256098493667758610823439024553469434880534367691544859035959797122856184672486714787333375021991882584639605553383100890438716377569639625846287660500394456965041037492474
1536,204128143657728370032954380516526660304301340618952045694376360233946313151481878763549223736732555122383339229970728069198479471981247034062835607469106702241849413028959127162395126931400240565044779328411554308961678041292154822279235952159940012260505486634408247092810136494117361667701214213119603138038642640377338233889351675872592370548852619062092069506080259328705556319473227285657170333796279828265147742127025177520261966772674385925570585172538450839525536564969104077476057428671018033921158199864239984755635334991995987538521457547919909773630671925963147765332621375540358813708359028155421096448108937217764547311549139331984801813073114984621055360448767109843763016638866277325630210441664249056900130237719802056048072407671455493584873781164203287570240761140242666343650507417740833074610948400156998019131844280232004197853678987814815347216580596921025739234399960662352281208980838781879012086782267536003786205619544983606688313725627605679872607676037083049582618946894311309806230425876650014214041049163575982898032586938608608177088607581761487628097275102048436840158261703350247571162375734380557319326661483256838920417239170236441480273945455986514141906402987083114212267217331085732905268202881
1537,174632940151426997503806516450370335600206358640661894244102183437877201458631316033143167611403069899255344317417043473251603555102310286922836766185976751621288624894125205946396232810793573317358694673034656418492616810581539392216468662830108405435879485092246821118660358547818709984185259786029588381708847782540387511725536505165472504700340936443320199401066876358435291406935307634404581361395711333754770517242746344561163601108567820432718680126957475171792239192419788079067769571980945771600895965290780328611345681194697013841359086173853939705559697375050855474498212134848599758920262342481855689712870207933715385405641546900061257642036125863146268905417181321976376263082565173050560820476648637958756012801312581142704331474221190744047144341549809915944194785151944017610501704106166134148323763250539932773246324821671455580050407404546035559819244213850275074490973425569581128706231024383457613276201045306511457030417761200620460781286861656112175385909249279357864855516433377956834936543431991794602734221038953714201928620716495930572343234835670949660570816759256576608239791184871498679310424922036216495026874024122289750157326033223775054579823007848653162839437519044529555460067685522910440939951195
1538,20533862639334052303467105974746644271027248947908542257327211888698091356450449772927521335135659510218736881558331864201095412913697117070757433117424460651462340736124932509133000994842014147307286754924776407538211500812456402313977130428864265029010495613261704862118166323977436873880941404888506119007724181979629352256214826412871743718930547554248001513545285108968826037365441522419048589303726275605676968973390485471668500973095520698673920457886516946991500367428449455652325889677342645747973708252126633965531130752838177292577470390791513971234583474600124124876567417000695309017631995771295597643755985333241182582504683859477970682180589229211718379447174908095755806726997049051667148038501801674057788609113841384034546516022305218143850884461167458351556547648933279996182614089328012778653596433111167147671928666840626639453676590930526282815899129665345116380742223776312331925425482209390651671631924680851089785084072327540064439895002042078690821324477861021096161694854628133275963676356613459361951642385130313835307657904461534024789792038513027266564828633067242358973897781273941558348489373809846338034616110572483818073837132774719351972319333716736042729350763120847659043418995479228060897646339
1539,30366707796425416871289910985373393502703898489463624358494409598368413449199433426338940164248785614794184979187576618686565813313332504328551927580604214331560899744121185832956718416098095368588313619571341968144674217177198979577977948147076777275643187010655689654564397437291707865343466355374511766602646719666713746928202663011266028977142785596439402091131524932730090188092954337837255859288223287948272744057929815923552100044532778068022452419052177365635637345148395130389283144064134383841508754369864094865517097584847867643962721951202687310663707432648326238282843204838476236535908106939422631200019416553235868124251735385185941262287645929212998052091687726180836837628274219943534483001707338689402652058070779183059291339334814819693159207234330786210973639658529817123592806889465374015048906667887980084235968518015701686696530259268023845178309797195148570916479995314014856480674739539843833763831447794783376483927444979438614512673949125664874879220417770025610077602050618225614464847021288444576438040541226746265738561199135113823530056428914883083390028555399609569649119783090946243321489537578898927350502525456466762829204883227180797257391406586822665870216138002122644331111986320271014929488806
1540,136497977880526833253808789054929760893560624545760440137508862952359861802160560093896601606619493146693027195109256156607709942245335101486789174296382500134899787503204801224374444391244684270718830065182750819023641935333166355730488806848653575265871038882121136548007884504366626931723926158129059818919917559742205329573588680274543470531602828371935617464161452026057158502918746980996368887000085980855784026616114078624819310504515123601467576266743795577741737897652667629574702019226616492207549596500942194805047028370331501024558883039717979577673611264692084123511174386078977796746224855356644041020412259549826081674947231493344501607283017127396803642862841091239099210992742436688043725243784001063927269342826617621070271166979874074728205719710183182897357495846804758126910282066738061335222046528057015020174408537355690786517843214695763131893995466274246443220907463522442989072425104840763146485039239686536946121376062879779073532141843142868952790300804392334325620802242300242426145487678775681519939827352609752127415257429997777959342059963125064405946567789041798300913297499525244399437074888295684091185857927444716838977411622697287359567678470066324441663319604953679048262513635808181374019279671
1541,150414484449187850909494755138627893281597347044205676992180935545730209902322891356049969292929291268358748320030542670560130230522790032377418284111344820816916262978625089279993453355192793129755708540611995219964362969603866754647588396672915692373791325316984795783953388718529158322328082933583040520330085362017091825322918058637844775810512194965369727422275650624064822089816748310080600637295965005948824261285329232117228928589972930356016416724264908270398733515440315831363691434782074339758503109882182539388028031386622862771231891935843267989950750062846469285343032141725033381966109685216695698257276709749191751286096886518545107175558879516659123155575085648741431272957625143548794935761344777740446743425585102270715701367078509194734387677141736533527050750538615571137257605406737699836032067001305742858328412050321258057960055374116512798577954169904313656733387486719388046446356493436511273386611559502773113480681936193061366594820828452157592064954708987580087294524747954368512491112874651843707168863503160482370641365858849530083045869311043148029293893873612382821634968087857052404390956182167421498660356268721606176911323542899293429905164065929086503612807281071627569029565602744395889779389109
1542,83592269280541689518769847492249134955534245629706043028804064554726286867921015928500359881512772543218621553140831846920408449146628084328164425484463224850737909475993558732830075111829571469698638973281049644605030335115584794001736759983179233101285601531547939977900707703690029425423814401796436812693931032620295945356720767847456724695155934151638609952367163294669042246003946551546878192626620354162279490968690727223828195485932549245187151514714284363700681067049040146197598527607700130626242293636754401169199692780210663651696132906835436775502546020213498519771918434066876354178756801624760272264167899095126006569534407505158267479642148773098485452158400067709814834535686384525025900586868728732363994910242923749124277179606087053561965766684381629721635305353123256833015286389286369700579490340571135849588338879200208608657020315078362297324780290060299508273665223927230016734958224390609221319111968623570100357460026946144671530368431927219549097216445402181544985780311619329106119670292831449869179065321427857014418657229178480324733251021376965175066850952612505086130407688942427050410308486245274685499759686497724199151096538907980668197934948212360310012981760696577045902900754552704872990040954
1543,59995490575695445147163500628356815545437177132775612215456504102765305157998473648613052860903139916859106854776548721516448286167337674684321524552810284388523567140551561663693676223885580440555011589221416002104961334368401476856377750225838959884441333134367441787271044068582704422757742159838354747791026202997666878085004595887184461802769489283633210223658737114079106311602762611829880151981964559960426844605448014761089321702715749256565795514126370909538914390422289990382433767773125060552184639679688499691084300714106235067464916812737150930556916781689443522551717441807795276787747442905314574904367877978190342689724309595409866794859585696370901705566720844641569737926548615479591256476292410949512343257454131810482944245719932149993472875180214645381649702998307968611538164407727967113620223695031365807150846870046005352830662970248550511321290709801670365115544752303671658707426190415204498632042811835916717985474271533799876524867505612613880474544907936748670275277024227408143221464607313332885364064644600768935359712496389055526721796161248082428586203469346162069963296966400732220718009862561805277628410502098504658345024213594258804835809633157496248370133147002311248061559057059454026872969145
1544,148448242068665823079332089095076693687521173912921771802294765465514181778689629464373387991962422648102860400691880578643663695752106249192621300952797941320935311431351866237681261990226416248802992798102052269223271126009233357387654617010999029055055247942444930627566497471490080763043819913670732054822304387399513615382211880712385241926606609985954166842320418661813684444094246409709068084126174183650233332286199918485904263602456315865116896413969866968537228704847451820261262949832948673453512886695434449609404256846317919084239889955151407632404511926063808309328333289060434886165251456298257443667772716256477980404189722247917358560160442930809804162541057165111451212950400755208668391295186108785532185682695045959816887919184419357826309427837239381037316817226809619274067389605984223908486130041096237540895031500222226472277597965330830940404326854294990427724017496589460422256535107318618497171871117464337863185999827044415750817714100061159808663408639068251143447281037647545429346328770425893835730153630974760200592741156007792963185065000289466290683791947574981605038593346684890434249724640433346522862273634131957686649818239649896762380309563527850656987944410039127245353127982014267708595336791
1545,23941095538656911965369670177094769799012800659803187965369913952100353176716046636094391977426189656562447096875489813950537484215085729251126332860360095271316584678222348458014862506491388349568727915047596412955906508990436383827619199863971046058336914169956721637928603230661361027189859485651689035039849491036110921769748539507144113236843268920364061653449861698675503332384489989334706079226478231497778648884250545413818745170400965166203113803735054505438930025399928213715932218958982470251682531155378732537214345707551953793221417473545322313493949497884487413180944452843092612483123895086529681273261979161449772834551424390078206367916915502549647136482502755679547166471404025614474751224903149355537222929534451490854123313974644586840988324331281448424691893380019804726979619272179777824838007200237026671995793000794837436847068334441296189513545592446327890420960916467683888292013323049553797332846032324312228353979323078317100633802165000962373802704871524783211298471171552172757766076508578142831413134937646077862600753906014737695876805796971264160727558491292020232407551873198646569073125408401675982534012026405853577650342095186023138815919821796433471734783160422213279479996030283937509115276916
1546,81003930797288517685531497328728834163422020682759121842304892490281742701416529171849590833630847748470292483534617327413009456815424294309059997289516437103332037951594856820877131836306187263000281095071982734369934542085171482257696133791755664362398968111917034777860316448162194691020786800692313723821085040646937097118636529305942046048125130950238302137482276777194328506730986520617880240637677948667934085340906959227113396277377169969970363243292259477862422334025549866099312519267779455644119083419740319433287971018431175387817365301639776815321721773559501282854067669755218610236799728819087497567033802114305157250175210154910675153530148949636469788275299089780880737787468981625687710855249125446415022518398701495322661874565099928113853274240443786593131188360847297134869415379962161670602972084420183643039887197321153506663596232502721955984734459291120691419271200245188463319590709144753825016430001337509675785762097096857031249769447831840009667453123776641810219837556722587274268628257607478281378019359099265774459236336898651490098275150598510178222208764308759399669927148330352465893973848612068215463720231823481482472590980013715790952269666479066210985705790252060140940917762297500682795846096
1547,188707378483498222069405355803416164618686504809223829328149827614843878433537210602999879749323026653319082115106894243212407100109937049301141856186146055079968861243390475642051932307348496347620249546766182224235954535287313696986632631079756466418311781163013009286755968031672233516831270628412255331948474647944952813643472964050120773296196241919338905549706500475854230945307009495176714641076165267794853118023733437885763120327448870237605216122147163683007953090564490702908038163573211767571946920299222767350453362732144471701222930994914825005125055528500714877167923877300429847728879569475760844200361711065174216710991771059734585589658727117859012348403000764552467652857737312334587452797668405082717093547695467771672423591428835510381093308371853351301656375913018880479881816390406299219662548796723537256604448586773818606132268659864280455929714187250285718546287243521110527466876304911107021635207351196207518058539386621737231259927686429002185009395520283081505359652986953224319294479528090080504274775078321586423331479984602707362671714419372781658657517836763694511991948571977770295166949570146920557326744265336994281635972979681755769326893848167353770668492060987168286688063778819900841438650295
1548,57520414662523140230088982382830969075339685888827856803961799685355899782062788566539165315549616910280847651507454074764907515691959339657495284018837058317962928133839310495171089302655501755281934637207229065391342218781776684275055099540145210744030837127550670084987066114228533143668142269674744213641793290519467588633968208653127510525232188881989308395008140297641007830076172237711056743211395242989536930941876139039604048784036020601332418953099958224999290456750057472090293798978970829320578858105113453055559015372766035980114701382968642817216250574572913661361609765056245989375913719178451455527458496087562893434174969553383972130853765286826495080691959093131226836544920980977673837039742433639128645555658170092774179211124706551943866168747640638868701952243239552085692903260438923789452050104593646512612856663849625657901488699011129716883963386447492466852594298472953777606546762557983869473756740650286989007210307078029978876825189451320696301001660235410433944579150654656821469632292247383206728430998816362138385711892011027746109220675814500189078644708844867350313378647912234077143923980242427914588471541586322412637697872646134951641195111382090282026137501916157849557386775375232459316314707
